run number,nominal diffusion coeff,nominal lifetime,nominal diffusion length,nominal CNR,estimated CNR,nominal sigma^2_0,estimated sigma^2_0,unweighted fit diffusion slope,unweighted fit diffusion slope stderr,unweighted fit intercept,unweighted fit intercept stderr,weighted fit diffusion slope,weighted fit diffusion slope stderr,weighted fit intercept,weighted fit intercept stderr,nominal diffusion coeff [cm^2/s],unweighted fit diffusion coeff [cm^2/s],unweighted fit diffusion stderr [cm^2/s],weighted fit diffusion coeff [cm^2/s],weighted fit diffusion stderr [cm^2/s]
12,0.010000000000000002,1,0.1,50.0,49.57805648464061,0.18033688011112042,0.17882827579720892,0.021793569534423445,0.0047100767557683824,0.0022843092904969884,0.0027938810052451544,0.02481162223607124,0.004461046623436953,0.0012034010469778558,0.0018821407223833422,0.1,0.10896784767211722,0.023550383778841912,0.12405811118035619,0.022305233117184763
13,0.010000000000000002,1,0.1,50.0,47.546244591753066,0.18033688011112042,0.1818351284377175,0.022518355118603933,0.003899933769399085,-0.004058182287293514,0.002313327668534081,0.02212779487371344,0.004058002575322159,-0.0037578094051713713,0.0017533200295107969,0.1,0.11259177559301967,0.019499668846995426,0.1106389743685672,0.02029001287661079
14,0.010000000000000002,1,0.1,50.0,51.564757028296725,0.18033688011112042,0.18074378118702555,0.02154556884986152,0.005652734259447678,-0.0016666109724115044,0.0033530381125589505,0.020116527304071798,0.004748537041855332,-0.000726735372305896,0.002000223437642213,0.1,0.10772784424930759,0.028263671297238387,0.10058263652035898,0.02374268520927666
15,0.010000000000000002,1,0.1,50.0,55.22070075826113,0.18033688011112042,0.1830325719586755,0.025044234568573076,0.005331225967066395,-0.004522586943361196,0.003162328712757177,0.020241345046517457,0.004787609486374794,-0.0025828149167858093,0.0019309160191429574,0.1,0.12522117284286538,0.026656129835331974,0.10120672523258728,0.023938047431873968
16,0.010000000000000002,1,0.1,50.0,46.462058607711946,0.18033688011112042,0.1849004749855433,0.01605434162693098,0.004809330346952871,-0.0015635111456260894,0.0028527553585713716,0.015321668827607304,0.004742803625078279,-0.0010015173733553926,0.001914058953236511,0.1,0.0802717081346549,0.024046651734764352,0.07660834413803652,0.0237140181253914
17,0.010000000000000002,1,0.1,50.0,50.673423447954,0.18033688011112042,0.1832683944374785,0.024483628022572815,0.004092880692819672,-0.0035922729101567244,0.0024277781907479866,0.023234899359328758,0.00442990998571013,-0.0032713666608287805,0.0018190440942052256,0.1,0.12241814011286407,0.020464403464098363,0.11617449679664378,0.02214954992855065
18,0.010000000000000002,1,0.1,50.0,56.11135993703928,0.18033688011112042,0.17825809554730512,0.030079526710078255,0.004005986741089972,-0.0013396700241026299,0.002376235217289862,0.02839650170536615,0.004275281000527113,-0.0004236130566648102,0.0018063248638213027,0.1,0.1503976335503913,0.02002993370544986,0.14198250852683075,0.021376405002635563
19,0.010000000000000002,1,0.1,50.0,54.43345924382423,0.18033688011112042,0.18291551577873602,0.016626065967387867,0.0039304934520604275,-0.0010987845471960968,0.002331454786485881,0.015806877591386898,0.004083707510456718,-0.0008370130360808295,0.0016763135160924303,0.1,0.08313032983693933,0.019652467260302137,0.07903438795693449,0.02041853755228359
20,0.010000000000000002,1,0.1,50.0,54.21461765633624,0.18033688011112042,0.17960413499145025,0.01614842030385588,0.004521646491857707,0.0009730291991099579,0.0026821096345326437,0.01884390330884943,0.004037251865847348,-0.0001470923084322931,0.0016566930077016784,0.1,0.08074210151927941,0.022608232459288533,0.09421951654424715,0.02018625932923674
21,0.010000000000000002,1,0.1,50.0,48.276939208679956,0.18033688011112042,0.1836362422681006,0.02567890231597807,0.00457785205053275,-0.002414162310234298,0.002715449142764453,0.023118236309029906,0.003647389048957168,-0.0015080482292297345,0.0016070539738267976,0.1,0.12839451157989035,0.02288926025266375,0.11559118154514952,0.01823694524478584
22,0.010000000000000002,1,0.1,50.0,48.70413119368092,0.18033688011112042,0.18042088457736388,0.03013748104037361,0.004737367456401252,-0.0033548972459397077,0.0028100690578123713,0.026314406847778814,0.003360895135296622,-0.0019432042553633308,0.0013938558384549574,0.1,0.15068740520186807,0.023686837282006257,0.13157203423889405,0.016804475676483112
23,0.010000000000000002,1,0.1,50.0,50.84943227490962,0.18033688011112042,0.17785023160199243,0.0244532762803624,0.003039175957693361,0.0011074643712860408,0.0018027510845546782,0.02658382882739551,0.002630518375570951,0.0002718315162224885,0.0010879298212066694,0.1,0.12226638140181201,0.015195879788466803,0.13291914413697756,0.013152591877854756
24,0.010000000000000002,1,0.1,50.0,46.310460287113294,0.18033688011112042,0.180568340554409,0.022192813027371312,0.00420958137914156,0.0001028250481046461,0.0024970016551882396,0.024278931385706616,0.004431366357306601,-0.0006377576573246035,0.0019374705529018462,0.1,0.11096406513685655,0.021047906895707798,0.12139465692853309,0.022156831786533004
25,0.010000000000000002,1,0.1,50.0,48.14522590009063,0.18033688011112042,0.18283282824605965,0.021370291453292455,0.0031014629376342555,-0.0026291204390461835,0.0018396979156053246,0.01811031973078279,0.002646038672298701,-0.001339531195425783,0.0011073929910678248,0.1,0.10685145726646228,0.015507314688171278,0.09055159865391396,0.013230193361493503
26,0.010000000000000002,1,0.1,50.0,51.38196064913055,0.18033688011112042,0.17574248032299328,0.02259991348233618,0.004661516898610212,0.004808498255596588,0.0027650767055348627,0.024772825730967285,0.004666578875883306,0.004035087758407883,0.0020334715156348844,0.1,0.11299956741168089,0.02330758449305106,0.12386412865483641,0.02333289437941653
27,0.010000000000000002,1,0.1,50.0,55.72898252344252,0.18033688011112042,0.1778531784656371,0.0226349206832418,0.006806298617417249,0.00020944627752543434,0.004037299052492027,0.023316475472974895,0.005309969718110971,-0.00014209137054821365,0.002114073875092188,0.1,0.113174603416209,0.034031493087086244,0.11658237736487448,0.026549848590554852
28,0.010000000000000002,1,0.1,50.0,52.5775617229121,0.18033688011112042,0.18190831413808806,0.010365398914291845,0.004775073011970591,0.0020752099838675553,0.0028324349004429346,0.011811972535549962,0.004827809000485416,0.0012921791688195248,0.0020533404296411064,0.1,0.05182699457145922,0.02387536505985295,0.05905986267774981,0.02413904500242708
29,0.010000000000000002,1,0.1,50.0,45.97837561299478,0.18033688011112042,0.17971628365157374,0.015468350706654853,0.00505991064098746,0.004662777233230661,0.0030013923256727226,0.0200391648272924,0.005338089014662982,0.0027902359127524225,0.0022842046815747686,0.1,0.07734175353327426,0.0252995532049373,0.10019582413646198,0.02669044507331491
30,0.010000000000000002,1,0.1,50.0,54.832738038225315,0.18033688011112042,0.18139921507629272,0.026608021096375487,0.005492478498164501,-0.0022931209517268337,0.003257979040138988,0.023047132127902506,0.0042489531724330945,-0.0010317135361170935,0.0017689542988553666,0.1,0.13304010548187745,0.027462392490822506,0.11523566063951253,0.021244765862165473
31,0.010000000000000002,1,0.1,50.0,49.742490535830235,0.18033688011112042,0.18054653957146766,0.015575213455853696,0.0048723708237060305,0.0024000602359258998,0.002890149142090196,0.020612822691813863,0.004354656691052651,0.0005113327371667647,0.0017907041470102858,0.1,0.07787606727926848,0.02436185411853015,0.10306411345906931,0.021773283455263255
32,0.010000000000000002,1,0.1,50.0,52.863538427126485,0.18033688011112042,0.1760730162889713,0.024408460670405197,0.004093470305977075,0.0030177514687988703,0.0024281279321824323,0.02621497583901445,0.004868593902009579,0.002474579465548208,0.0018764534648223318,0.1,0.12204230335202598,0.020467351529885377,0.13107487919507224,0.024342969510047895
